fpr,tpr,threshold
0.0,0.23,0.9998951
0.0,0.2305,0.999895
0.0,0.2313,0.99989367
0.0,0.2316,0.9998933
0.0,0.2317,0.9998932
0.0,0.2321,0.99989307
0.0,0.2322,0.99989283
0.0,0.2324,0.9998926
0.0,0.2328,0.9998921
0.0,0.233,0.9998919
0.0,0.2332,0.99989164
0.0,0.2334,0.9998914
0.0,0.2337,0.9998909
0.0,0.2339,0.9998902
0.0,0.2342,0.9998896
0.0,0.2345,0.9998894
0.0,0.2346,0.99988925
0.0,0.2348,0.99988914
0.0,0.2352,0.9998888
0.0,0.2358,0.9998878
0.0,0.2361,0.9998877
0.0,0.2363,0.99988735
0.0,0.2366,0.9998872
0.0,0.2368,0.9998871
0.0,0.2371,0.9998864
0.0,0.2375,0.9998863
0.0,0.2377,0.9998858
0.0,0.238,0.99988556
0.0,0.2381,0.99988544
0.0,0.2384,0.9998852
0.0,0.2387,0.9998847
0.0,0.2393,0.99988437
0.0,0.2397,0.9998832
0.0,0.2399,0.99988306
0.0,0.2404,0.99988234
0.0,0.2406,0.9998822
0.0,0.241,0.9998815
0.0,0.2412,0.99988127
0.0,0.2415,0.9998809
0.0,0.2419,0.99988043
0.0,0.242,0.9998803
0.0,0.2422,0.99987984
0.0,0.2427,0.99987924
0.0,0.2435,0.99987817
0.0,0.2443,0.9998765
0.0,0.2447,0.99987614
0.0,0.2451,0.9998754
0.0,0.2457,0.99987483
0.0,0.2459,0.9998746
0.0,0.2465,0.9998741
0.0,0.2467,0.999874
0.0,0.2472,0.9998728
0.0,0.2474,0.9998727
0.0,0.248,0.9998723
0.0,0.2482,0.9998722
0.0,0.2483,0.9998721
0.0,0.2485,0.99987185
0.0,0.2486,0.99987173
0.0,0.2488,0.9998715
0.0,0.2507,0.9998672
0.0,0.2509,0.9998671
0.0,0.2512,0.9998665
0.0,0.2514,0.99986637
0.0,0.2517,0.9998658
0.0,0.2519,0.9998654
0.0,0.252,0.9998653
0.0,0.2522,0.9998652
0.0,0.2524,0.99986494
0.0,0.2528,0.9998648
0.0,0.2532,0.9998642
0.0,0.2533,0.999864
0.0,0.2535,0.9998636
0.0,0.2536,0.9998634
0.0,0.254,0.99986315
0.0,0.2545,0.9998629
0.0,0.2546,0.9998628
0.0,0.2548,0.99986255
0.0,0.255,0.9998622
0.0,0.2554,0.9998621
0.0,0.2557,0.9998617
0.0,0.2559,0.99986124
0.0,0.256,0.9998611
0.0,0.2562,0.9998603
0.0,0.2563,0.99986017
0.0,0.2565,0.99986005
0.0,0.2566,0.9998598
0.0,0.2569,0.9998597
0.0,0.2573,0.99985945
0.0,0.2576,0.99985886
0.0,0.2579,0.99985874
0.0,0.2584,0.999858
0.0,0.2586,0.9998579
0.0,0.2589,0.99985707
0.0,0.2593,0.9998567
0.0,0.2597,0.9998561
0.0,0.2599,0.999856
0.0,0.2601,0.9998553
0.0,0.2603,0.99985516
0.0,0.2607,0.9998547
0.0,0.2609,0.99985445
0.0,0.2613,0.9998535
0.0,0.2619,0.999853
0.0,0.2625,0.99985206
0.0,0.2628,0.99985194
0.0,0.2631,0.99985147
0.0,0.2633,0.99985135
0.0,0.2634,0.9998511
0.0,0.2638,0.99985087
0.0,0.2641,0.99985063
0.0,0.2644,0.99985003
0.0,0.2648,0.9998497
0.0,0.2651,0.9998491
0.0,0.2653,0.99984896
0.0,0.2657,0.99984837
0.0,0.266,0.9998479
0.0,0.2661,0.99984777
0.0,0.2665,0.99984765
0.0,0.2669,0.9998474
0.0,0.2673,0.99984634
0.0,0.2683,0.999845
0.0,0.2687,0.9998441
0.0,0.2699,0.9998418
0.0,0.27,0.9998416
0.0,0.2702,0.9998411
0.0,0.2706,0.99984074
0.0,0.2708,0.9998405
0.0,0.271,0.99984014
0.0,0.2711,0.9998398
0.0,0.2713,0.99983954
0.0,0.2717,0.99983835
0.0,0.2721,0.99983776
0.0,0.2724,0.9998375
0.0,0.2732,0.999833
0.0,0.2734,0.99983275
0.0,0.2749,0.99983
0.0,0.2753,0.99982953
0.0,0.2755,0.99982846
0.0,0.2761,0.9998276
0.0,0.2764,0.9998274
0.0,0.2768,0.9998272
0.0,0.2771,0.9998267
0.0,0.2775,0.99982613
0.0,0.2778,0.9998258
0.0,0.2781,0.9998246
0.0,0.2785,0.9998241
0.0,0.2788,0.99982315
0.0,0.2791,0.99982256
0.0,0.2799,0.9998198
0.0,0.2802,0.9998197
0.0,0.2806,0.9998178
0.0,0.281,0.9998172
0.0,0.2821,0.9998147
0.0,0.2824,0.9998141
0.0,0.2828,0.9998134
0.0,0.283,0.99981314
0.0,0.2831,0.999813
0.0,0.2833,0.9998128
0.0,0.2835,0.9998124
0.0,0.2837,0.9998123
0.0,0.284,0.9998115
0.0,0.2842,0.99981135
0.0,0.2844,0.999811
0.0,0.2846,0.9998109
0.0,0.2847,0.9998105
0.0,0.2849,0.9998103
0.0,0.2851,0.9998098
0.0,0.2853,0.9998097
0.0,0.2856,0.9998091
0.0,0.2859,0.99980897
0.0,0.2862,0.99980825
0.0,0.2864,0.9998073
0.0,0.2868,0.99980587
0.0,0.2874,0.9998055
0.0,0.2882,0.99980336
0.0,0.2884,0.99980325
0.0,0.2886,0.99980253
0.0,0.2888,0.9998023
0.0,0.289,0.99980205
0.0,0.2892,0.99980134
0.0,0.2895,0.99980026
0.0,0.2899,0.99979955
0.0,0.2902,0.99979824
0.0,0.2904,0.999798
0.0,0.2908,0.9997973
0.0,0.291,0.99979717
0.0,0.2913,0.99979633
0.0,0.2916,0.99979526
0.0,0.2918,0.999795
0.0,0.2926,0.9997918
0.0,0.2928,0.9997917
0.0,0.2931,0.9997911
0.0,0.2934,0.99979097
0.0,0.2936,0.9997906
0.0,0.2939,0.9997904
0.0,0.2941,0.9997898
0.0,0.2947,0.9997893
0.0,0.2949,0.99978894
0.0,0.2958,0.9997862
0.0,0.296,0.99978596
0.0,0.2961,0.9997857
0.0,0.2965,0.9997855
0.0,0.2969,0.99978477
0.0,0.2971,0.9997845
0.0,0.2973,0.99978393
0.0,0.2977,0.99978334
0.0,0.2978,0.999783
0.0,0.2982,0.9997825
0.0,0.2985,0.9997824
0.0,0.2988,0.99978167
0.0,0.299,0.99978155
0.0,0.2993,0.9997813
0.0,0.2995,0.99978083
0.0,0.2997,0.9997806
0.0,0.3002,0.99978
0.0,0.3004,0.9997799
0.0,0.3008,0.99977845
0.0,0.301,0.99977833
0.0,0.3011,0.9997781
0.0,0.3013,0.999778
0.0,0.3014,0.99977785
0.0,0.3017,0.9997776
0.0,0.3027,0.999775
0.0,0.3031,0.99977475
0.0,0.3032,0.9997744
0.0,0.3034,0.9997739
0.0,0.304,0.9997714
0.0,0.3042,0.9997712
0.0,0.3049,0.9997687
0.0,0.3055,0.99976844
0.0,0.306,0.99976665
0.0,0.3062,0.9997665
0.0,0.3065,0.9997658
0.0,0.3069,0.99976546
0.0,0.3071,0.99976486
0.0,0.3073,0.99976474
0.0,0.3079,0.99976295
0.0,0.3082,0.9997627
0.0,0.3084,0.9997621
0.0,0.3087,0.9997615
0.0,0.3089,0.9997614
0.0,0.3095,0.9997596
0.0,0.3097,0.9997589
0.0,0.3101,0.9997576
0.0,0.3104,0.99975663
0.0,0.3109,0.9997546
0.0,0.3111,0.99975425
0.0,0.312,0.99975187
0.0,0.3122,0.9997515
0.0,0.3124,0.9997509
0.0,0.313,0.9997496
0.0,0.3132,0.9997491
0.0,0.3135,0.999749
0.0,0.3139,0.9997465
0.0,0.3141,0.99974614
0.0,0.3142,0.9997458
0.0,0.3144,0.99974567
0.0,0.3152,0.9997433
0.0,0.3154,0.99974245
0.0,0.3156,0.9997416
0.0,0.3158,0.9997415
0.0,0.3164,0.9997396
0.0,0.3168,0.9997391
0.0,0.3172,0.99973816
0.0,0.3174,0.9997379
0.0,0.3179,0.999736
0.0,0.3181,0.9997358
0.0,0.3187,0.9997341
0.0,0.3189,0.999734
0.0,0.3194,0.9997321
0.0,0.3196,0.9997315
0.0,0.3197,0.99973136
0.0,0.3199,0.99973124
0.0,0.3202,0.9997311
0.0,0.3205,0.99973017
0.0,0.3208,0.9997297
0.0,0.3212,0.9997285
0.0,0.3214,0.9997284
0.0,0.3215,0.9997274
0.0,0.3217,0.99972624
0.0,0.3219,0.999726
0.0,0.3221,0.99972576
0.0,0.3223,0.9997253
0.0,0.3227,0.9997249
0.0,0.3236,0.99972254
0.0,0.3238,0.9997223
0.0,0.3239,0.999721
0.0,0.3241,0.99972063
0.0,0.3244,0.99971896
0.0,0.3247,0.99971884
0.0,0.3251,0.99971753
0.0,0.3253,0.9997172
0.0,0.3254,0.9997166
0.0,0.3256,0.99971646
0.0,0.326,0.99971443
0.0,0.3262,0.99971396
0.0,0.3265,0.99971265
0.0,0.3267,0.99971217
0.0,0.3269,0.99971193
0.0,0.3272,0.99971074
0.0,0.3283,0.9997067
0.0,0.3285,0.9997062
0.0,0.3293,0.9997025
0.0,0.3295,0.99970216
0.0,0.3306,0.99969864
0.0,0.3308,0.9996983
0.0,0.3315,0.9996953
0.0,0.3317,0.9996946
0.0,0.3326,0.999691
0.0,0.333,0.9996902
0.0,0.3332,0.99968874
0.0,0.3336,0.9996884
0.0,0.334,0.9996872
0.0,0.3342,0.9996867
0.0,0.3343,0.9996865
0.0,0.3347,0.9996861
0.0,0.3351,0.9996846
0.0,0.3353,0.9996836
0.0,0.3355,0.9996822
0.0,0.3359,0.99968183
0.0,0.3363,0.99968016
0.0,0.3365,0.9996799
0.0,0.3375,0.9996773
0.0,0.3377,0.9996768
0.0,0.3385,0.9996722
0.0,0.3387,0.99967206
0.0,0.339,0.99967134
0.0,0.3393,0.9996711
0.0,0.3394,0.99967074
0.0,0.3396,0.99967027
0.0,0.34,0.9996692
0.0,0.3402,0.9996691
0.0,0.3405,0.9996675
0.0,0.3407,0.99966717
0.0,0.341,0.999666
0.0,0.3413,0.9996637
0.0,0.3414,0.9996636
0.0,0.3416,0.9996629
0.0,0.3423,0.9996604
0.0,0.3425,0.99966013
0.0,0.3428,0.9996588
0.0,0.343,0.9996582
0.0,0.3439,0.99965584
0.0,0.3441,0.99965465
0.0,0.345,0.99965
0.0,0.3452,0.9996499
0.0,0.3453,0.9996489
0.0,0.3457,0.9996481
0.0,0.347,0.9996451
0.0,0.3472,0.99964476
0.0,0.3474,0.9996445
0.0,0.3476,0.9996444
0.0,0.3479,0.99964297
0.0,0.3481,0.99964285
0.0,0.3483,0.99964106
0.0,0.3485,0.9996408
0.0,0.3486,0.9996401
0.0,0.3489,0.99964
0.0,0.3491,0.9996395
0.0,0.3495,0.9996393
0.0,0.3496,0.9996389
0.0,0.3498,0.9996382
0.0,0.3504,0.9996358
0.0,0.3506,0.9996356
0.0,0.3513,0.9996339
0.0,0.3515,0.9996332
0.0,0.3529,0.9996282
0.0,0.3531,0.99962795
0.0,0.3534,0.99962604
0.0,0.3536,0.99962497
0.0,0.354,0.9996228
0.0,0.3542,0.9996226
0.0,0.3547,0.9996191
0.0,0.3549,0.9996183
0.0,0.3551,0.9996177
0.0,0.3553,0.9996166
0.0,0.356,0.99961436
0.0,0.3562,0.9996141
0.0,0.3566,0.9996113
0.0,0.3568,0.9996111
0.0,0.3578,0.9996076
0.0,0.3582,0.99960643
0.0,0.3597,0.9996007
0.0001,0.3598,0.9996006
0.0001,0.36,0.9996
0.0001,0.3603,0.99959856
0.0001,0.3607,0.9995977
0.0001,0.3637,0.99958485
0.0001,0.3639,0.9995846
0.0001,0.3655,0.99957687
0.0001,0.3659,0.99957556
0.0001,0.3664,0.99957305
0.0001,0.3666,0.9995728
0.0001,0.367,0.99957067
